,city,type_of_plan,highest_level_education,work_status,gender,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle,churn
975,Kumasi,primary_plan,Bachelor,Medical Leave,female,Married,230,69,3,1,contacting_agent,SUV,No
976,Takoradi,primary_plan,High School or Below,Employed,female,Single,206,82,9,2,contacting_agent,SUV,No
977,Kumasi,premium_plan,High School or Below,Unemployed,male,Married,306,108,1,2,via_the_web,SUV,Yes
978,Accra,premium_plan,Bachelor,Employed,male,Married,392,30,9,2,contacting_branch_directly,SUV,No
979,Accra,extended_plan,High School or Below,Medical Leave,female,Married,172,34,3,1,via_the_web,4-door_car,No
980,Kumasi,extended_plan,Doctor,Unemployed,male,Married,250,90,1,1,contacting_branch_directly,SUV,No
981,Takoradi,extended_plan,High School or Below,Unemployed,female,Married,270,138,8,1,contacting_agent,Sports Car,No
982,Accra,primary_plan,Bachelor,Employed,male,Divorced,140,125,2,2,via_the_web,4-door_car,No
983,Accra,primary_plan,College,Employed,female,Married,122,13,1,1,contacting_agent,4-door_car,No
984,Accra,primary_plan,Bachelor,Employed,male,Married,134,125,2,2,contacting_agent,4-door_car,Yes
985,Kumasi,primary_plan,High School or Below,Unemployed,male,Married,146,73,7,2,customer_call_centre,2-door_car,Yes
986,Takoradi,primary_plan,Bachelor,Unemployed,male,Single,200,22,7,2,customer_call_centre,SUV,No
987,Kumasi,extended_plan,College,Medical Leave,female,Married,154,73,8,3,via_the_web,4-door_car,No
988,Tamale,primary_plan,High School or Below,Employed,female,Married,130,17,1,1,contacting_branch_directly,2-door_car,No
989,Cape_coast,primary_plan,College,Employed,female,Married,238,133,1,2,customer_call_centre,SUV,No
990,Takoradi,primary_plan,Master,Medical Leave,female,Married,142,0,1,4,customer_call_centre,4-door_car,No
991,Kumasi,premium_plan,High School or Below,Unemployed,female,Single,202,90,2,1,contacting_branch_directly,4-door_car,No
992,Takoradi,primary_plan,Bachelor,Employed,male,Divorced,212,82,2,1,customer_call_centre,Sports Car,No
993,Takoradi,primary_plan,Doctor,Employed,male,Married,146,82,2,3,customer_call_centre,2-door_car,No
994,Accra,primary_plan,Bachelor,Employed,female,Married,208,56,2,1,via_the_web,SUV,No
995,Kumasi,primary_plan,High School or Below,Employed,female,Single,142,108,3,2,customer_call_centre,4-door_car,Yes
996,Kumasi,primary_plan,Master,Employed,female,Single,214,120,1,2,contacting_branch_directly,SUV,Yes
997,Takoradi,primary_plan,College,Employed,female,Single,136,60,1,1,customer_call_centre,2-door_car,No
998,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,140,77,2,1,contacting_agent,2-door_car,No
999,Accra,primary_plan,Doctor,Employed,male,Single,206,86,1,2,contacting_agent,SUV,No
1000,Kumasi,primary_plan,Bachelor,Employed,male,Single,144,69,9,1,contacting_agent,4-door_car,Yes
1001,Accra,premium_plan,High School or Below,Employed,female,Divorced,208,133,3,3,contacting_branch_directly,4-door_car,No
1002,Kumasi,extended_plan,College,Employed,male,Married,250,17,2,4,customer_call_centre,SUV,No
1003,Cape_coast,primary_plan,Bachelor,Employed,male,Married,136,64,6,3,via_the_web,4-door_car,No
1004,Takoradi,extended_plan,High School or Below,Employed,male,Married,184,86,2,2,contacting_agent,4-door_car,No
1005,Accra,extended_plan,Bachelor,Unemployed,male,Single,184,34,3,1,contacting_branch_directly,2-door_car,No
1006,Cape_coast,extended_plan,High School or Below,Employed,male,Married,162,108,1,2,customer_call_centre,4-door_car,No
1007,Takoradi,primary_plan,College,Employed,male,Single,142,26,3,4,customer_call_centre,4-door_car,No
1008,Cape_coast,premium_plan,College,Employed,female,Single,384,56,2,1,contacting_branch_directly,Sports Car,No
1009,Kumasi,primary_plan,Bachelor,Employed,male,Divorced,228,73,2,3,contacting_branch_directly,SUV,No
1010,Accra,extended_plan,College,Employed,female,Married,186,129,5,2,customer_call_centre,2-door_car,Yes
1011,Kumasi,premium_plan,Doctor,Employed,female,Married,570,22,1,4,contacting_agent,luxurious_suv,No
1012,Takoradi,primary_plan,High School or Below,Unemployed,male,Married,126,47,2,3,customer_call_centre,4-door_car,No
1013,Accra,extended_plan,Bachelor,Disabled,female,Single,166,13,7,1,contacting_agent,4-door_car,No
1014,Kumasi,extended_plan,Bachelor,Employed,female,Married,180,34,2,1,contacting_branch_directly,4-door_car,No
1015,Kumasi,extended_plan,College,Employed,female,Married,188,60,1,2,customer_call_centre,2-door_car,Yes
1016,Accra,primary_plan,Bachelor,Retired,male,Single,238,90,2,1,contacting_agent,SUV,No
1017,Accra,primary_plan,College,Employed,male,Married,126,95,7,2,contacting_branch_directly,2-door_car,No
1018,Accra,extended_plan,High School or Below,Employed,male,Single,170,13,1,2,contacting_agent,2-door_car,No
1019,Accra,extended_plan,Bachelor,Employed,male,Married,198,108,1,2,contacting_branch_directly,4-door_car,No
1020,Kumasi,premium_plan,College,Disabled,male,Married,220,112,1,1,contacting_branch_directly,2-door_car,No
1021,Accra,primary_plan,High School or Below,Unemployed,male,Single,146,22,7,1,contacting_branch_directly,4-door_car,No
1022,Accra,extended_plan,College,Employed,male,Married,184,146,1,3,via_the_web,2-door_car,No
1023,Accra,primary_plan,High School or Below,Unemployed,female,Married,142,30,2,4,via_the_web,4-door_car,No
1024,Takoradi,premium_plan,Bachelor,Unemployed,male,Single,296,34,2,1,contacting_agent,SUV,No
1025,Kumasi,primary_plan,Bachelor,Employed,male,Divorced,130,108,2,2,contacting_agent,4-door_car,No
1026,Cape_coast,premium_plan,Bachelor,Unemployed,female,Married,224,69,1,3,contacting_agent,4-door_car,No
1027,Kumasi,primary_plan,College,Employed,female,Single,140,56,5,1,contacting_agent,4-door_car,No
1028,Tamale,primary_plan,High School or Below,Medical Leave,female,Married,126,26,1,1,contacting_agent,4-door_car,No
1029,Accra,primary_plan,High School or Below,Employed,female,Married,136,4,5,4,contacting_agent,4-door_car,No
1030,Kumasi,extended_plan,High School or Below,Employed,female,Married,188,9,6,1,contacting_agent,4-door_car,No
1031,Accra,primary_plan,Bachelor,Retired,male,Divorced,130,4,3,1,contacting_agent,4-door_car,Yes
1032,Kumasi,extended_plan,College,Disabled,female,Married,248,47,2,3,contacting_branch_directly,SUV,No
1033,Kumasi,primary_plan,College,Unemployed,female,Single,144,30,7,2,contacting_agent,2-door_car,No
1034,Kumasi,primary_plan,Bachelor,Employed,female,Married,228,133,1,2,customer_call_centre,SUV,No
1035,Tamale,extended_plan,College,Medical Leave,male,Married,178,112,8,2,contacting_agent,2-door_car,No
1036,Accra,primary_plan,Bachelor,Employed,female,Divorced,236,43,2,1,contacting_agent,SUV,No
1037,Cape_coast,primary_plan,High School or Below,Employed,female,Married,138,4,2,2,contacting_agent,4-door_car,No
1038,Accra,extended_plan,Bachelor,Unemployed,female,Divorced,160,129,1,1,via_the_web,4-door_car,No
1039,Accra,extended_plan,High School or Below,Employed,female,Divorced,196,34,1,1,contacting_agent,4-door_car,No
1040,Kumasi,primary_plan,Bachelor,Unemployed,male,Single,144,73,2,3,contacting_agent,4-door_car,No
1041,Tamale,primary_plan,Bachelor,Employed,female,Married,224,73,2,3,customer_call_centre,Sports Car,No
1042,Takoradi,premium_plan,High School or Below,Employed,female,Married,218,52,1,1,contacting_agent,4-door_car,No
1043,Takoradi,primary_plan,High School or Below,Employed,female,Single,128,103,1,2,contacting_branch_directly,4-door_car,No
1044,Takoradi,primary_plan,College,Unemployed,male,Single,138,99,1,2,contacting_branch_directly,4-door_car,No
1045,Kumasi,primary_plan,Bachelor,Employed,female,Married,214,69,8,2,customer_call_centre,SUV,No
1046,Kumasi,premium_plan,College,Unemployed,female,Single,394,22,9,1,customer_call_centre,SUV,No
1047,Kumasi,primary_plan,High School or Below,Employed,female,Single,128,0,2,1,contacting_branch_directly,2-door_car,No
1048,Takoradi,primary_plan,College,Unemployed,female,Married,138,9,1,2,customer_call_centre,4-door_car,No
1049,Accra,primary_plan,High School or Below,Employed,female,Married,132,112,6,4,customer_call_centre,2-door_car,No
1050,Takoradi,primary_plan,High School or Below,Employed,male,Married,132,77,1,2,contacting_agent,4-door_car,No
1051,Kumasi,primary_plan,Bachelor,Employed,female,Married,214,0,6,1,via_the_web,SUV,No
1052,Kumasi,primary_plan,High School or Below,Employed,male,Divorced,222,142,3,4,customer_call_centre,SUV,No
1053,Cape_coast,primary_plan,Bachelor,Retired,female,Single,126,30,1,1,contacting_branch_directly,4-door_car,Yes
1054,Tamale,primary_plan,College,Employed,female,Married,220,4,3,3,contacting_branch_directly,SUV,No
1055,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,146,103,9,1,contacting_agent,4-door_car,No
1056,Kumasi,primary_plan,Bachelor,Employed,female,Single,126,47,1,2,via_the_web,4-door_car,Yes
1057,Accra,primary_plan,College,Employed,male,Married,132,99,7,1,contacting_branch_directly,2-door_car,No
1058,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,398,26,1,4,customer_call_centre,luxurious_suv,No
1059,Kumasi,primary_plan,College,Employed,male,Married,234,9,2,1,customer_call_centre,SUV,No
1060,Kumasi,premium_plan,College,Employed,male,Married,236,56,7,2,contacting_agent,4-door_car,No
1061,Accra,extended_plan,Bachelor,Unemployed,female,Married,184,64,2,1,contacting_branch_directly,4-door_car,No
1062,Takoradi,premium_plan,High School or Below,Disabled,female,Married,218,22,1,2,contacting_agent,4-door_car,No
1063,Accra,primary_plan,College,Employed,male,Single,126,69,5,3,contacting_agent,4-door_car,No
1064,Tamale,premium_plan,Bachelor,Employed,male,Married,232,47,1,4,contacting_agent,2-door_car,No
1065,Accra,primary_plan,Bachelor,Employed,male,Divorced,146,129,1,1,contacting_branch_directly,4-door_car,No
1066,Kumasi,extended_plan,Master,Employed,male,Married,156,120,1,3,via_the_web,4-door_car,No
1067,Accra,primary_plan,High School or Below,Employed,female,Married,204,86,2,1,contacting_agent,SUV,No
1068,Takoradi,extended_plan,Bachelor,Disabled,female,Single,176,112,1,3,via_the_web,4-door_car,No
1069,Accra,primary_plan,Master,Employed,female,Divorced,228,86,1,2,contacting_branch_directly,SUV,Yes
1070,Accra,premium_plan,College,Employed,female,Married,224,43,9,2,contacting_agent,2-door_car,No
1071,Kumasi,extended_plan,College,Employed,female,Married,428,34,2,1,contacting_branch_directly,luxirious_car,Yes
1072,Takoradi,extended_plan,College,Employed,female,Married,188,13,1,2,contacting_agent,2-door_car,Yes
1073,Takoradi,extended_plan,Bachelor,Employed,male,Married,192,86,6,2,via_the_web,2-door_car,No
1074,Accra,premium_plan,Master,Employed,female,Married,342,26,1,4,customer_call_centre,Sports Car,No
1075,Kumasi,primary_plan,College,Unemployed,male,Married,126,82,1,2,contacting_branch_directly,4-door_car,No
1076,Kumasi,primary_plan,Doctor,Employed,female,Single,142,4,1,1,contacting_branch_directly,2-door_car,No
1077,Cape_coast,primary_plan,College,Employed,male,Married,130,129,6,1,contacting_branch_directly,4-door_car,No
1078,Accra,primary_plan,Bachelor,Employed,female,Divorced,396,39,2,2,contacting_branch_directly,luxurious_suv,No
1079,Kumasi,primary_plan,College,Employed,female,Married,134,17,2,2,customer_call_centre,4-door_car,No
1080,Tamale,primary_plan,High School or Below,Unemployed,female,Single,130,56,1,2,contacting_agent,4-door_car,No
1081,Kumasi,primary_plan,High School or Below,Employed,male,Married,122,125,1,2,customer_call_centre,4-door_car,No
1082,Accra,primary_plan,College,Medical Leave,male,Married,146,73,3,1,contacting_branch_directly,4-door_car,Yes
1083,Takoradi,primary_plan,Bachelor,Employed,female,Married,130,60,5,2,customer_call_centre,4-door_car,No
1084,Tamale,primary_plan,High School or Below,Employed,male,Married,216,22,2,2,contacting_agent,SUV,No
1085,Takoradi,primary_plan,High School or Below,Employed,female,Divorced,122,90,7,2,customer_call_centre,4-door_car,No
1086,Tamale,premium_plan,Bachelor,Employed,female,Single,210,0,1,1,contacting_branch_directly,4-door_car,No
1087,Cape_coast,primary_plan,Master,Employed,male,Married,136,133,3,1,contacting_branch_directly,4-door_car,Yes
1088,Tamale,extended_plan,Bachelor,Employed,male,Married,158,52,4,4,contacting_agent,2-door_car,No
1089,Kumasi,primary_plan,Bachelor,Employed,female,Married,206,9,4,3,contacting_branch_directly,SUV,No
1090,Accra,extended_plan,Bachelor,Employed,female,Married,166,99,2,1,contacting_agent,4-door_car,No
1091,Kumasi,primary_plan,High School or Below,Employed,female,Single,138,138,1,2,via_the_web,2-door_car,No
1092,Kumasi,extended_plan,Bachelor,Employed,male,Single,276,4,4,3,contacting_agent,SUV,No
1093,Accra,extended_plan,Doctor,Employed,male,Divorced,176,108,1,2,contacting_branch_directly,4-door_car,Yes
1094,Kumasi,primary_plan,High School or Below,Unemployed,female,Single,144,13,1,1,contacting_agent,2-door_car,No
1095,Accra,primary_plan,Doctor,Employed,male,Married,210,13,2,1,contacting_agent,SUV,Yes
1096,Cape_coast,extended_plan,High School or Below,Employed,male,Single,192,77,1,1,via_the_web,4-door_car,No
1097,Takoradi,primary_plan,College,Employed,female,Married,128,4,2,3,via_the_web,2-door_car,No
1098,Kumasi,premium_plan,Bachelor,Unemployed,female,Married,218,150,1,1,contacting_branch_directly,4-door_car,No
1099,Accra,primary_plan,College,Employed,female,Married,146,0,2,4,customer_call_centre,4-door_car,No
1100,Accra,primary_plan,High School or Below,Unemployed,female,Married,218,64,7,1,via_the_web,SUV,No
1101,Cape_coast,primary_plan,High School or Below,Medical Leave,male,Single,226,4,2,1,customer_call_centre,SUV,Yes
1102,Accra,primary_plan,College,Unemployed,female,Divorced,236,60,4,1,contacting_agent,SUV,Yes
1103,Takoradi,primary_plan,Bachelor,Unemployed,female,Single,130,103,3,1,via_the_web,4-door_car,No
1104,Kumasi,primary_plan,High School or Below,Employed,male,Married,126,60,3,2,contacting_agent,4-door_car,No
1105,Kumasi,primary_plan,College,Medical Leave,male,Married,122,69,1,1,contacting_branch_directly,4-door_car,No
1106,Takoradi,primary_plan,High School or Below,Employed,male,Married,216,17,1,1,customer_call_centre,Sports Car,No
1107,Kumasi,primary_plan,High School or Below,Medical Leave,male,Single,226,4,2,1,customer_call_centre,SUV,Yes
1108,Accra,primary_plan,High School or Below,Employed,female,Married,208,129,4,1,contacting_agent,Sports Car,No
1109,Kumasi,premium_plan,Bachelor,Retired,female,Married,542,86,1,1,contacting_agent,luxurious_suv,Yes
1110,Accra,extended_plan,College,Employed,female,Married,192,34,8,2,customer_call_centre,2-door_car,No
1111,Kumasi,primary_plan,College,Employed,male,Single,138,13,7,1,contacting_branch_directly,4-door_car,No
1112,Accra,primary_plan,Bachelor,Medical Leave,female,Married,236,133,1,4,contacting_branch_directly,SUV,No
1113,Cape_coast,primary_plan,College,Employed,male,Married,128,60,1,2,contacting_agent,4-door_car,No
1114,Cape_coast,primary_plan,College,Retired,female,Single,222,146,1,3,contacting_branch_directly,SUV,No
1115,Tamale,primary_plan,Bachelor,Unemployed,female,Single,138,150,2,1,contacting_branch_directly,4-door_car,No
1116,Kumasi,primary_plan,College,Unemployed,male,Single,144,86,6,1,contacting_agent,4-door_car,No
1117,Accra,extended_plan,Bachelor,Unemployed,female,Single,176,73,6,1,customer_call_centre,4-door_car,No
1118,Takoradi,extended_plan,College,Employed,male,Married,254,26,1,1,contacting_branch_directly,Sports Car,No
1119,Kumasi,primary_plan,High School or Below,Unemployed,male,Married,206,17,2,2,customer_call_centre,SUV,No
1120,Takoradi,primary_plan,Bachelor,Employed,female,Married,200,0,2,2,contacting_agent,SUV,No
1121,Takoradi,primary_plan,High School or Below,Employed,male,Married,134,4,1,3,contacting_agent,4-door_car,No
1122,Accra,primary_plan,High School or Below,Unemployed,male,Single,148,77,2,1,contacting_agent,4-door_car,No
1123,Takoradi,primary_plan,Bachelor,Unemployed,male,Divorced,140,47,7,2,contacting_agent,4-door_car,No
1124,Kumasi,primary_plan,High School or Below,Unemployed,male,Single,134,86,8,4,contacting_branch_directly,4-door_car,No
1125,Kumasi,primary_plan,College,Retired,male,Married,210,77,1,2,contacting_agent,Sports Car,Yes
1126,Tamale,extended_plan,High School or Below,Employed,male,Divorced,170,17,3,1,customer_call_centre,4-door_car,No
1127,Kumasi,primary_plan,Bachelor,Employed,male,Divorced,146,108,2,2,customer_call_centre,2-door_car,Yes
1128,Kumasi,primary_plan,College,Employed,female,Married,228,64,2,1,contacting_branch_directly,SUV,No
1129,Takoradi,primary_plan,Master,Employed,female,Married,142,39,3,2,via_the_web,2-door_car,No
1130,Kumasi,extended_plan,Bachelor,Employed,female,Married,158,108,2,3,contacting_agent,4-door_car,No
1131,Kumasi,extended_plan,Bachelor,Employed,female,Married,192,120,1,2,contacting_branch_directly,4-door_car,No
1132,Kumasi,extended_plan,College,Employed,female,Divorced,188,86,2,1,customer_call_centre,4-door_car,No
